Código Postal,Asentamiento,Tipo de Asentamiento,Municipio,Estado,Ciudad,
72490,Rincón de los Cipreses,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72530,El Carmen,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72534,Carmen Huexotitla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,INFONAVIT El Carmen (Gastronómicos),Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Villas del Carmen,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,Carmen Serdán,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72410,Nueva del Carmen,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72823,Los Cedros,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
73784,Los Cedros,Fraccionamiento,Libres,Puebla,,
72019,Central de Abastos,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
75200,Central de Abastos,Colonia,Tepeaca,Puebla,Tepeaca,
72000,Puebla Centro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72120,Centro Cruz del Sur,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72400,Las Ánimas Centro Comercial,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72460,Centro Comercial Puebla,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Los Caballos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72823,Los Caballos,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72824,Cerrada Los Caballos,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72310,Arboledas de Amalucan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,INFONAVIT Amalucan,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Plazas Amalucan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Bosques de Amalucan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Lumbreras de Amalucan (Jardines),Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Bosques de Amalucan 1ra. Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Bosques de Amalucan 2da. Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Militar Plaza Amalucan II,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72990,Chachapa,Colonia,Amozoc,Puebla,Amozoc,
74727,Chapulco,Ranchería,Huehuetlán el Chico,Puebla,,
72320,Ciudad Satélite,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
74294,Club de Golf el Cristo,Fraccionamiento,Atlixco,Puebla,Atlixco,
72110,Club de Golf las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72110,2a. Sección Club de Golf las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72150,Club Britania,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72450,Lomas Club de Golf,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72460,Club de Golf Mayorazgo,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72460,Club de Golf Puebla,Equipamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72764,Club de Golf la Huerta,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
72830,La Vista Contry Club,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72470,Vicente Guerrero,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72836,Concepción la Cruz,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72499,Cabañas del Lago,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72570,Coronel Miguel Auza,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72453,Bosques de Angelopolis,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72228,Santa Rosa,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,La Covadonga,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Lomas Coyopotrero,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
75990,Cuarta Sección,Colonia,Coyomeapan,Puebla,,
72243,Cuauhtémoc,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72814,Cube,Condominio,San Andrés Cholula,Puebla,San Andrés Cholula,
72814,Cube II,Condominio,San Andrés Cholula,Puebla,San Andrés Cholula,
75845,Las Cumbres de Chicometepec,Ranchería,Atexcal,Puebla,,
72805,Las Cumbres,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
73135,Las Cumbres del Manzano,Ranchería,Honey,Puebla,,
72550,FOVISSSTE Damisar (San Baltazar Campeche),Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72900,Sección Décima de San Miguel Canoa,Colonia,Puebla,Puebla,,
74365,Las Huertas de Jesús Primera Sección,Colonia,Atlixco,Puebla,,
74820,De Jesús,Barrio,Santa Inés Ahuatempan,Puebla,,
72040,Valle del Ángel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72110,Paraíso del Angel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72575,Lomas del Ángel,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Ex-Hacienda del Ángel,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72115,Campestre del Bosque,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72290,Rincón del Bosque,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Sendero del Bosque,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Real del Bosque,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72360,Lomas Flor del Bosque,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72360,San Juan Flor del Bosque,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72520,Quintas del Bosque,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72575,Paseos del Bosque,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72017,Villas Diamante,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Real Diamante I,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Real Diamante II,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Villas Diamante II,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72230,16 de Septiembre Norte,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72017,Nueva San Salvador,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
75820,12 de Diciembre,Colonia,Santiago Miahuatlán,Puebla,,
72040,Rancho Colorado,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72260,Hidalgo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,Ampliación Playas del Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73029,28 de Abril,Colonia,Pantepec,Puebla,,
72100,Bugambilias,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Acueducto San Román,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72837,Villa Alejandra,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72764,Cholollan,Fraccionamiento,San Pedro Cholula,Puebla,San Pedro Cholula,
75515,Los Reyes Altamira,Ranchería,Palmar de Bravo,Puebla,,
74620,Altavista,Colonia,Xochiltepec,Puebla,,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72474,Las Torres,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,18 de Marzo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,San Bernabe Temoxtitla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,6 de Junio,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72474,Arboledas de Loma Bella,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Bosques de la Cañada,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72499,Constitución Mexicana,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,El Conde,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72350,Pedregal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72260,Hidalgo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72365,Historiadores,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,La Resurrección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Lomas de Castillotla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72017,México 83,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72017,México 83,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,Miravalle,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Nueva Democracia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Primero de Mayo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72200,Revolución Mexicana,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,San Lorenzo,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Santa Catarina,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Santa Catarina,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72016,Seda Monsanto,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72990,SIGNORET,Colonia,Amozoc,Puebla,Amozoc,
72219,Los Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72124,Vista Hermosa,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
75143,Lucía,Ranchería,Soltepec,Puebla,,
72070,Quetzalcoatl,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72700,Ángeles,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72020,Francisco Villa,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,La Antorchista,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Paseos del Ángel,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72260,Arboledas Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72260,Arboledas Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72540,San Ignacio,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
73040,San Rafael,Ranchería,Venustiano Carranza,Puebla,,
72543,Alseseca,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Atlixcayotl 2000,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72825,Atlixcayotl 2000,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72023,Zona Cementos Atoyac,Equipamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72503,Bandini Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72735,Diamante,Fraccionamiento,Cuautlancingo,Puebla,,
72814,Residencial Barrio Real,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72459,Bosques de Atoyac,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72310,Bosques de Amalucan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Chapultepec,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72520,Bosques la Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72350,Pedregal,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,San Sebastián,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
72100,Bugambilias,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72837,La Concepción,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72040,Rancho Colorado,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73040,San Rafael,Ranchería,Venustiano Carranza,Puebla,,
73820,Cipreses,Colonia,Teziutlán,Puebla,Teziutlán,
72000,San Francisco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Popular Castillotla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72823,Los Cedros,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72019,Central de Abastos,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72000,Puebla Centro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72000,Puebla Centro,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
74000,Centro,Colonia,San Martín Texmelucan,Puebla,San Martín Texmelucan de Labastida,
73820,Cipreses,Colonia,Teziutlán,Puebla,Teziutlán,
72089,San Antonio,Barrio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,San José los Cerritos,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72227,Cerro del Marqués,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72494,San José Chapulco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72760,Cholula de Rivadabia Centro,Colonia,San Pedro Cholula,Puebla,San Pedro Cholula,
72100,Los Cipreses,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72813,Atzala,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72150,Cipreses Zavaleta,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72520,La Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72320,Ciudad Satélite,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72270,Puebla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72050,Cleotilde Torres,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72110,Club de Golf las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72110,Club de Golf las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72110,Club de Golf las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Vicente Guerrero,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72570,Jardines de San Manuel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72228,Santa Rosa,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,La Covadonga,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,Lomas Coyopotrero,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72823,Coyotepec,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72120,Centro Cruz del Sur,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
73438,Cuarta Sección (Potzilli),Rancho,Hueytlalpan,Puebla,,
72823,Cuayantla,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72805,Las Cumbres,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72550,FOVISSSTE Damisar (San Baltazar Campeche),Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72900,Sección Décima de San Miguel Canoa,Colonia,Puebla,Puebla,,
72960,Santa Cruz de la Amapola,Fraccionamiento,Puebla,Puebla,,
72040,Valle del Ángel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72115,Campestre del Bosque,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
74218,El Encanto del Cerril,Colonia,Atlixco,Puebla,Atlixco,
72423,El Ingeniero,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72803,Rinconada de San Andrés,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72310,Real Diamante II,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,Carmen Serdán,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72762,Eccehomo,Barrio,San Pedro Cholula,Puebla,San Pedro Cholula,
73069,El Álamo,Ranchería,Tlaxco,Puebla,,
72735,Desarrollo Habitacional el Arcángel,Conjunto habitacional,Cuautlancingo,Puebla,,
72817,El Arenal,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72803,De San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72826,El Deseo,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72735,Diamante,Fraccionamiento,Cuautlancingo,Puebla,,
72365,El Salvador,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73588,El Edén,Colonia,Hueytamalco,Puebla,,
72470,Eleganza,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72464,El Encanto,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72464,El Encanto,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Villas el Ensueño,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72985,El Esfuerzo,Ranchería,Amozoc,Puebla,,
72103,El Fresno,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,El Jaguey,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
73256,El Milagro,Ranchería,Zihuateutla,Puebla,,
72520,La Calera,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,El Molinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
73248,El Dorado,Ranchería,Zihuateutla,Puebla,,
72993,El Naranjo,Fraccionamiento,Amozoc,Puebla,Amozoc,
72704,El Olivo,Fraccionamiento,Cuautlancingo,Puebla,Cuautlancingo,
72810,El Puente,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72495,El Refugio,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,El Refugio,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72020,El Riego Sur,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
75760,El Riego,Unidad habitacional,Tehuacán,Puebla,Tehuacán,
72103,El Riego Norte,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,El Riego Norte,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72973,San José el Rincón,Pueblo,Puebla,Puebla,,
73255,El Rosario (Anayal),Ranchería,Zihuateutla,Puebla,,
73255,El Rosario (Anayal),Ranchería,Zihuateutla,Puebla,,
72830,El Secreto,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,El Secreto,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72830,El Secreto,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72735,El Ensueño,Fraccionamiento,Cuautlancingo,Puebla,,
72490,El Triunfo,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72470,Popular Emiliano Zapata,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72390,El Encinar 1ra. Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72390,El Encinar 1ra. Sección,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Ex-Hacienda del Ángel,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Camino Real,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,San Martinito,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72410,La Noria,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72453,Mayorazgo,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72040,Rancho Colorado,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73310,San Bartolo,Barrio,Zacatlán,Puebla,Zacatlán,
73310,San Bartolo,Barrio,Zacatlán,Puebla,Zacatlán,
72494,San José Chapulco,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
73025,Buena Vista,Ranchería,Pantepec,Puebla,,
72813,Morillotla,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72805,Santa Teresa,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72805,Santa Teresa,Fraccionamiento,San Andrés Cholula,Puebla,San Andrés Cholula,
72110,La Constancia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72803,Floral,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72480,Torres de Mayorazgo Floresta,Condominio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,San Isidro Castillotla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72100,FOVI,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,El Refugio,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
74290,Francisco I Madero,Colonia,Atlixco,Puebla,Atlixco,
72020,Francisco Villa,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72193,Angelopolis,Zona comercial,Puebla,Puebla,Heroica Puebla de Zaragoza,
72228,San Aparicio las Fuentes,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72580,Fundadores,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Galaxia Bosques de Manzanilla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Galaxia Bosques de Manzanilla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72828,Galeotitla,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72828,Galeotitla,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72370,Miguel Negrete,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72498,Geovillas Castillotla,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72570,La Hacienda,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72480,Geovillas las Garzas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72480,Geovillas las Garzas,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72825,Geovillas Santa Clara Sección I y II,Colonia,San Andrés Cholula,Puebla,San Andrés Cholula,
72723,Getzemani - El Nopalito,Conjunto habitacional,Cuautlancingo,Puebla,,
72350,Gonzalo Bautista O´Farril,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73698,Gonzalo Bautista,Barrio,Zacapoaxtla,Puebla,,
72380,Ignacio Zaragoza,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72580,Lagulena,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,La Providencia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72090,La Providencia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72803,San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72595,Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72014,El Conde,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72595,Guadalupe,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72230,Guadalupe Victoria Norte,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72230,Guadalupe Victoria Norte,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72229,Xonacatepec,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72760,Cholula,Unidad habitacional,San Pedro Cholula,Puebla,San Pedro Cholula,
72498,Hacienda de Castillotla,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Hacienda del Sur,Unidad habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72803,De San Andrés,Conjunto habitacional,San Andrés Cholula,Puebla,San Andrés Cholula,
72490,Hacienda el Cobre,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72490,Hacienda el Cobre,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72495,Hacienda las Fuentes,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
73173,Los Capulines,Colonia,Huauchinango,Puebla,Huauchinango,
73173,Los Capulines,Colonia,Huauchinango,Puebla,Huauchinango,
72103,San Juan,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72590,San Miguel,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72575,Heritage I,Conjunto habitacional,Puebla,Puebla,Heroica Puebla de Zaragoza,
72280,Héroes del 5 de Mayo,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72990,San Martín,Colonia,Amozoc,Puebla,Amozoc,
75600,La Piedad,Barrio,Tlanepantla,Puebla,,
72424,Alpha 2,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
75050,González,Colonia,Tlachichuca,Puebla,,
73176,Insurgentes,Colonia,Huauchinango,Puebla,Huauchinango,
72420,Chula Vista,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
73176,Insurgentes,Colonia,Huauchinango,Puebla,Huauchinango,
73517,Tetelilla de Miguel Islas,Pueblo,Tuzamapan de Galeana,Puebla,,
72498,El Carruaje,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72480,Los Molinos,Condominio,Puebla,Puebla,Heroica Puebla de Zaragoza,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72623,San José,Colonia,San Miguel Xoxtla,Puebla,,
72497,Paseos del Lago,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72499,Santa Lucia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72499,Santa Lucia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
72494,Santa Lucía 4,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72494,Santa Lucía 4,Fraccionamiento,Puebla,Puebla,Heroica Puebla de Zaragoza,
72499,Santa Lucia,Colonia,Puebla,Puebla,Heroica Puebla de Zaragoza,
